,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
5779,PS2,2004.0,Simulation,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,,,,,
5780,X360,2011.0,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02,,,,,,
5781,PSP,2010.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,,,,,,
5782,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,Otomate,CERO_C
5783,3DS,2013.0,Adventure,Big Ben Interactive,0.0,0.02,0.0,0.0,0.02,,,,,,
5784,Wii,2011.0,Misc,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02,,,,,,Sixteen
5785,PS,1997.0,Fighting,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,,
5786,PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02,,,,,QuinRose,CERO_C
5787,DS,2007.0,Sports,Atari,0.02,0.0,0.0,0.0,0.02,,,,,,
5788,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,Otomate,CERO_C
5789,PS2,2006.0,Adventure,Sweets,0.0,0.0,0.02,0.0,0.02,,,,,,
5790,DS,2009.0,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02,,,,,Atlus,T
5791,PS,1998.0,Puzzle,Activision,0.01,0.01,0.0,0.0,0.02,,,,,,
5792,DS,2009.0,Simulation,Avanquest,0.0,0.02,0.0,0.0,0.02,,,,,,
5793,DS,2008.0,Sports,Takara Tomy,0.0,0.0,0.02,0.0,0.02,,,,,,
5794,X360,2013.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
5795,Wii,2011.0,Misc,7G//AMES,0.0,0.02,0.0,0.0,0.02,,,,,,
5796,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,HuneX,CERO_B
5797,PS2,2008.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,,
5798,PS2,2001.0,Role-Playing,ArtDink,0.0,0.0,0.02,0.0,0.02,,,,,,
5799,PSP,2012.0,Strategy,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,,,,,
5800,PS,1999.0,Misc,Success,0.01,0.01,0.0,0.0,0.02,,,,,,
5801,PS3,2015.0,Fighting,Sega,0.0,0.0,0.02,0.0,0.02,,,,,Studio Saizensen,
5802,DS,2007.0,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,Konami,CERO_A
5803,PS3,2016.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,Omega Force,Sixteen
5804,PS2,2007.0,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
5805,PS3,2011.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,5pb.,CERO_D
5806,GBA,2002.0,Role-Playing,Atlus,0.02,0.01,0.0,0.0,0.02,,,,,Multimedia Intelligence Transfer,E
5807,PS4,2016.0,Action,Capcom,0.0,0.0,0.02,0.0,0.02,,,,,,
5808,PC,2010.0,Puzzle,Rondomedia,0.0,0.02,0.0,0.0,0.02,,,,,,
5809,DS,2011.0,Puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02,,,,,,
5810,Wii,2009.0,Adventure,Sega,0.0,0.0,0.02,0.0,0.02,,,,,Sega,CERO_A
5811,PS2,2007.0,Adventure,Media Works,0.0,0.0,0.02,0.0,0.02,,,,,,
5812,DS,2010.0,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
5813,DS,2011.0,Strategy,Unknown,0.0,0.02,0.0,0.0,0.02,,,,,,
5814,PS,1997.0,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,,E
5815,GBA,2002.0,Role-Playing,King Records,0.0,0.0,0.02,0.0,0.02,,,,,,
5816,PSV,2016.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
5817,PSP,2013.0,Adventure,FuRyu,0.0,0.0,0.02,0.0,0.02,,,,,VRIDGE,CERO_B
5818,Wii,2012.0,Misc,Nintendo,0.0,0.02,0.0,0.0,0.02,,,,,Nintendo,
5819,PSP,2010.0,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
5820,PS2,2007.0,Fighting,Yuke's,0.0,0.0,0.02,0.0,0.02,,,,,,
5821,DS,2007.0,Role-Playing,Rising Star Games,0.0,0.0,0.02,0.0,0.02,,,,,Rising Star Games,
5822,PS2,2007.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
5823,PS2,2008.0,Adventure,Minato Station,0.0,0.0,0.02,0.0,0.02,,,,,,
5824,PSP,2011.0,Misc,Paon,0.0,0.0,0.02,0.0,0.02,,,,,,
5825,X360,2006.0,Role-Playing,Ubisoft,0.0,0.0,0.02,0.0,0.02,,,,,,
5826,PS3,2016.0,Misc,Aqua Plus,0.0,0.0,0.02,0.0,0.02,,,,,Atlus USA,Sixteen
5827,PSP,2013.0,Misc,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,Ruby Party,CERO_B
5828,PSP,2009.0,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
5829,PS2,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
5830,DS,2009.0,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02,,,,,,
5831,PS2,2008.0,Adventure,Interchannel,0.0,0.0,0.02,0.0,0.02,,,,,guyzware,CERO_C
5832,X360,2011.0,Shooter,Mastertronic,0.0,0.02,0.0,0.0,0.02,,,,,,
5833,PS2,2006.0,Action,Crave Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,,
5834,PS2,2006.0,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,Ruby Party,CERO_B
5835,PSP,2005.0,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
5836,3DS,2015.0,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.02,,,tbd,,GSP,Three
5837,PSP,2010.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,5pb.,CERO_Z
5838,PSP,2007.0,Misc,Zenrin,0.0,0.0,0.02,0.0,0.02,,,,,,
5839,PSV,2016.0,Role-Playing,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,Gust,Twelve
5840,PS2,2010.0,Adventure,Comfort,0.0,0.0,0.02,0.0,0.02,,,,,,
5841,PS2,2002.0,Sports,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
5842,PSV,2015.0,Action,FuRyu,0.0,0.0,0.02,0.0,0.02,,,,,FuRyu,CERO_D
5843,PS,2002.0,Role-Playing,Takara,0.0,0.0,0.02,0.0,0.02,,,,,,
5844,PSP,2010.0,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02,,,,,Lillian,
5845,PSP,2012.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
5846,XB,2003.0,Racing,Midway Games,0.02,0.0,0.0,0.0,0.02,,,,,Deibus Studios,T
5847,PS3,2012.0,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.02,,,tbd,,Reef Entertainment,Twelve
5848,PS2,2005.0,Fighting,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,,,,,,
5849,PS4,2016.0,Sports,Avanquest,0.0,0.02,0.0,0.0,0.02,31.0,22.0,4.5,66.0,Dino Dini,Three
5850,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,CERO_A
5851,PSV,2015.0,Action,Unknown,0.0,0.0,0.02,0.0,0.02,,,,,,
5852,PSV,2014.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02,,,,,Sega Corporation,CERO_B
5853,DS,2005.0,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02,,,,,,
5854,PS3,2009.0,Adventure,Spike,0.0,0.0,0.02,0.0,0.02,,,,,Chunsoft,Sixteen
5855,DS,2009.0,Strategy,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.02,,,,,Exozet Entertainment GmbH,Three
5856,DS,2012.0,Puzzle,Easy Interactive,0.0,0.02,0.0,0.0,0.02,,,,,,Three
5857,PSP,2010.0,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
5858,DS,2006.0,Action,Atari,0.01,0.01,0.0,0.0,0.02,,,,,"Atari, Inc.",Three
5859,PS4,2016.0,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
5860,PSP,2007.0,Role-Playing,Mercury Games,0.0,0.0,0.02,0.0,0.02,,,,,,
5861,PS,1999.0,Fighting,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,,,,,Capcom,T
5862,DS,2006.0,Puzzle,Hudson Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,Hudson Soft,CERO_A
5863,PS2,2007.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02,,,,,Sammy,CERO_A
5864,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,,,,,Nippon Ichi Software,
5865,SNES,1996.0,Puzzle,Compile,0.0,0.0,0.02,0.0,0.02,,,,,,
5866,PS2,2007.0,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
5867,DS,2009.0,Adventure,SNK Playmore,0.0,0.0,0.02,0.0,0.02,,,,,SNK Playmore,CERO_D
5868,PS3,2011.0,Adventure,Unknown,0.0,0.0,0.02,0.0,0.02,,,,,,
5869,X360,2011.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,,,,,Konami,M
5870,PS2,2006.0,Puzzle,Crave Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,Crave Entertainment,E
5871,PSP,2009.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
5872,SAT,1996.0,Shooter,Gaga,0.0,0.0,0.02,0.0,0.02,,,,,Raizing,
5873,PSP,2006.0,Misc,Yamasa Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
5874,DS,2011.0,Misc,Plenty,0.0,0.0,0.02,0.0,0.02,,,,,,
5875,PS3,2014.0,Simulation,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,,,,,Kadokawa Games,CERO_D
5876,PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02,,,,,,
5877,PSV,2015.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,Otomate,CERO_D
5878,PS3,2010.0,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02,,,,,,
5879,PC,2010.0,Shooter,Devolver Digital,0.0,0.02,0.0,0.0,0.02,,,,,Croteam,Eighteen
5880,DS,2008.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,Alchemist,CERO_B
5881,PS2,2002.0,Adventure,Princess Soft,0.0,0.0,0.02,0.0,0.02,,,,,,
5882,PS2,2007.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
5883,Wii,2010.0,Sports,Destineer,0.02,0.0,0.0,0.0,0.02,,,,,,E
5884,PC,2009.0,Racing,Rondomedia,0.0,0.02,0.0,0.0,0.02,,,8,10.0,ValuSoft,Three
5885,PC,2012.0,Misc,Deep Silver,0.0,0.02,0.0,0.0,0.02,,,,,,
5886,PS,1997.0,Sports,CTO SpA,0.01,0.01,0.0,0.0,0.02,,,,,Factor 5,E
5887,PSV,2016.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
5888,PS2,2008.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,,
5889,PS2,2009.0,Strategy,Broccoli,0.0,0.0,0.02,0.0,0.02,,,,,Broccoli,
5890,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
5891,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,Otomate,CERO_B
5892,PSP,2010.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,,
5893,PSP,2012.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,Otomate,CERO_C
5894,DS,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
5895,PS3,2010.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,Alchemist,CERO_D
5896,PSV,2016.0,Action,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,,,,,,
5897,PC,2010.0,Adventure,Daedalic,0.0,0.02,0.0,0.0,0.02,,,,,,
5898,3DS,2012.0,Role-Playing,FuRyu,0.0,0.0,0.02,0.0,0.02,,,,,,
5899,PC,2008.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,,,,,Paradox Interactive,T
5900,PSP,2007.0,Puzzle,Sega,0.0,0.0,0.02,0.0,0.02,,,,,Sega,CERO_A
5901,PSP,2012.0,Action,Views,0.0,0.0,0.02,0.0,0.02,,,,,light,CERO_D
5902,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
5903,PC,2001.0,Strategy,Blue Byte,0.0,0.02,0.0,0.0,0.02,,,,,Blue Byte Software,E
5904,PS2,2006.0,Adventure,KID,0.0,0.0,0.02,0.0,0.02,,,,,,
5905,DS,2008.0,Misc,Square Enix,0.0,0.0,0.02,0.0,0.02,,,,,,
5906,PS2,2006.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,Alfa System,
5907,Wii,2007.0,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,Koei,
5908,PS,2000.0,Shooter,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,,
5909,PSP,2006.0,Strategy,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
5910,PS3,2014.0,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02,,,,,Compile Heart,
5911,DS,2007.0,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
5912,3DS,2012.0,Sports,,0.0,0.0,0.02,0.0,0.02,,,,,Nintendo,E
5913,SNES,1994.0,Fighting,Sunsoft,0.0,0.0,0.02,0.0,0.02,,,,,,
5914,SAT,1994.0,Sports,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
5915,XB,2003.0,Racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,,,,,Acclaim Entertainment,E
5916,PSP,2009.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,Alchemist,CERO_B
5917,PS3,2012.0,Action,Minato Station,0.0,0.0,0.02,0.0,0.02,,,,,,
5918,PC,2006.0,Strategy,Electronic Arts,0.01,0.01,0.0,0.0,0.02,,,,,Electronic Arts,Twelve
5919,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,Otomate,CERO_C
5920,PC,2015.0,Action,Alternative Software,0.0,0.02,0.0,0.0,0.02,,,tbd,,Alternative Software Ltd,
5921,PSP,2008.0,Simulation,fonfun,0.0,0.0,0.02,0.0,0.02,,,,,,
5922,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
5923,Wii,2007.0,Misc,Takara Tomy,0.0,0.0,0.02,0.0,0.02,,,,,,
5924,PC,2008.0,Adventure,Eidos Interactive,0.0,0.02,0.0,0.0,0.02,,,,,Eidos Interactive,Twelve
5925,PC,2005.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02,,,,,Maxis,T
5926,DS,2008.0,Misc,Benesse,0.0,0.0,0.02,0.0,0.02,,,,,,
5927,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,Rejet,CERO_C
5928,XB,2004.0,Puzzle,Sega,0.02,0.0,0.0,0.0,0.02,,,,,,
5929,X360,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
5930,PC,2016.0,Action,Capcom,0.01,0.01,0.0,0.0,0.02,,,,,Capcom Production Studio 3,M
5931,SAT,1996.0,Misc,Sonnet,0.0,0.0,0.02,0.0,0.02,,,,,,
5932,PS2,2008.0,Adventure,Princess Soft,0.0,0.0,0.02,0.0,0.02,,,,,,
5933,DS,2009.0,Misc,PlayV,0.0,0.02,0.0,0.0,0.02,,,,,,
5934,X360,2015.0,Adventure,Telltale Games,0.02,0.0,0.0,0.0,0.02,,,7.5,10.0,Telltale Games,T
5935,PS2,2011.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
5936,3DS,2012.0,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02,,,,,,
5937,PS2,2007.0,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02,,,,,Headlock,
5938,PSP,2010.0,Adventure,NetRevo,0.0,0.0,0.02,0.0,0.02,,,,,,
5939,PS4,2016.0,Action,Epic Games,0.02,0.0,0.0,0.0,0.02,,,6.1,96.0,Epic Games,T
5940,PS2,2002.0,Racing,Vivendi Games,0.01,0.01,0.0,0.0,0.02,,,,,,
5941,DS,2006.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
5942,PS,1996.0,Adventure,Coconuts Japan,0.01,0.01,0.0,0.0,0.02,,,,,ReadySoft,E
5943,X360,2012.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,5pb.,CERO_C
5944,DS,2007.0,Misc,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
5945,PS3,2013.0,Role-Playing,Capcom,0.0,0.0,0.02,0.0,0.02,,,,,,
5946,PC,2008.0,Strategy,Electronic Arts,0.0,0.02,0.0,0.0,0.02,,,,,,
5947,DS,2007.0,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,Natsume Inc.,CERO_B
5948,PS,1995.0,Adventure,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,Artdink,E
5949,PSV,2016.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,Design Factory,Sixteen
5950,DS,2009.0,Action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02,,,,,,
5951,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
5952,PS2,2006.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,Vingt et un Systems,CERO_D
5953,PS2,2002.0,Action,Takara,0.0,0.0,0.02,0.0,0.02,,,,,,
5954,X360,2011.0,Action,Unknown,0.0,0.0,0.02,0.0,0.02,,,,,,
5955,DS,2010.0,Simulation,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,Brownie Brown,CERO_A
5956,GBA,2005.0,Misc,,0.01,0.01,0.0,0.0,0.02,,,,,,
5957,PSP,2011.0,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02,,,,,,
5958,PS2,2006.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,,
5959,Wii,2008.0,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
5960,DS,2012.0,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.02,,,,,,
5961,PS3,2012.0,Shooter,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,Inti Creates,CERO_D
5962,DS,2011.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,Otomate,CERO_B
5963,GBA,2005.0,Role-Playing,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,Konami,E10
5964,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,Idea Factory,CERO_C
5965,PS3,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
5966,SAT,1998.0,Adventure,Quintet,0.0,0.0,0.02,0.0,0.02,,,,,Team Seven,
5967,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
5968,PC,2015.0,Misc,Focus Multimedia,0.0,0.02,0.0,0.0,0.02,,,,,,
5969,PSV,2015.0,Adventure,Marvelous Games,0.0,0.0,0.02,0.0,0.02,,,,,,
5970,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
5971,PC,2011.0,Simulation,,0.0,0.02,0.0,0.0,0.02,,,tbd,,Giants Software,
5972,PSP,2011.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,Tamsoft,CERO_D
5973,Wii,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
5974,PSP,2013.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,Alchemist,
5975,PSP,2008.0,Misc,Dorart,0.0,0.0,0.02,0.0,0.02,,,,,,
5976,X360,2011.0,Sports,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,,,,,49Games,Three
5977,PS3,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
5978,DS,2010.0,Adventure,Arc System Works,0.0,0.0,0.02,0.0,0.02,,,,,WorkJam,
5979,PS,2001.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
5980,PSP,2012.0,Role-Playing,FuRyu,0.0,0.0,0.02,0.0,0.02,,,,,,
5981,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
5982,PSV,2015.0,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,Koei,
5983,N64,1999.0,Sports,Athena,0.02,0.0,0.0,0.0,0.02,,,,,UFO Interactive Games,E
5984,N64,2000.0,Puzzle,Mindscape,0.02,0.0,0.0,0.0,0.02,,,,,Pure Audio,E
5985,DS,2010.0,Simulation,MTO,0.0,0.0,0.02,0.0,0.02,,,,,,
5986,PSP,2006.0,Strategy,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
5987,XOne,2016.0,Shooter,Capcom,0.02,0.0,0.0,0.0,0.02,,,,,Capcom,Eighteen
5988,PS,2002.0,Adventure,Ubisoft,0.01,0.01,0.0,0.0,0.02,,,,,Ubisoft Entertainment,T
5989,PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02,,,,,QuinRose,CERO_B
5990,DS,2009.0,Role-Playing,Square Enix,0.0,0.0,0.02,0.0,0.02,,,,,Syn Sophia,
5991,PS3,2013.0,Action,Activision,0.0,0.02,0.0,0.0,0.02,,,,,Activision,T
5992,Wii,2009.0,Racing,System 3 Arcade Software,0.0,0.02,0.0,0.0,0.02,,,,,,
5993,PS,1999.0,Action,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,,,,,"CyberConnect Co., Ltd.",T
5994,PSV,2012.0,Action,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
5995,PSP,2011.0,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02,,,,,,
5996,X360,2010.0,Sports,O-Games,0.0,0.02,0.0,0.0,0.02,,,,,O-Games,Three
5997,PSP,2006.0,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
5998,PC,2012.0,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02,67.0,23.0,6.5,55.0,Unigine Holding,
5999,PSP,2010.0,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02,,,,,Nippon Ichi Software,CERO_C
6000,PC,2016.0,Adventure,Microids,0.0,0.02,0.0,0.0,0.02,66.0,15.0,8.5,144.0,Gravity Europe SAS,T
6001,PSP,2012.0,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02,,,,,Starfish SD,
6002,PSP,2006.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
6003,3DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,Inti Creates,CERO_A
6004,DS,2008.0,Simulation,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,Marvelous Entertainment,CERO_A
6005,DS,2011.0,Action,Avanquest,0.0,0.02,0.0,0.0,0.02,,,,,,
6006,PSP,2012.0,Action,Comfort,0.0,0.0,0.02,0.0,0.02,,,,,Comfort,CERO_B
6007,PS3,2013.0,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,,,,,,
6008,PC,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02,,,,,United Independent Entertainment GmbH,
6009,PS2,2007.0,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,Koei,CERO_A
6010,PS2,2010.0,Action,Russel,0.0,0.0,0.02,0.0,0.02,,,,,,
6011,PSP,2013.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,Rejet,CERO_B
6012,PSV,2015.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,Ruby Party,CERO_B
6013,PSP,2014.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,Ichi Column,CERO_B
6014,GBA,2006.0,Action,Atari,0.01,0.01,0.0,0.0,0.02,,,,,,
6015,PS2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
6016,PS3,2010.0,Misc,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,,,,,DTP Entertainment,Three
6017,PS3,2014.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,Crafts & Meister,
6018,PSP,2010.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,Alicesoft,
6019,PSP,2008.0,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,,,,,Nihon Falcom,
6020,PSP,2013.0,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,,,,,
6021,3DS,2015.0,Strategy,Atlus,0.0,0.0,0.02,0.0,0.02,,,,,,
6022,DS,2008.0,Strategy,Zushi Games,0.02,0.0,0.0,0.0,0.02,,,,,Crave Entertainment,E
6023,PS2,2008.0,Role-Playing,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
6024,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,Banpresto,CERO_B
6025,PSP,2009.0,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
6026,3DS,2015.0,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02,,,,,,
6027,DS,2007.0,Puzzle,Activision,0.02,0.0,0.0,0.0,0.02,,,,,Activision Publishing,E
6028,PS2,2006.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
6029,PC,2013.0,Simulation,Aerosoft,0.0,0.02,0.0,0.0,0.02,,,,,,
6030,PC,2009.0,Role-Playing,Eidos Interactive,0.02,0.0,0.0,0.0,0.02,,,,,Radon Labs,Twelve
6031,PC,2011.0,Racing,Ubisoft,0.0,0.02,0.0,0.0,0.02,,,,,Black Bean Games,Three
6032,PSP,2011.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
6033,PS3,2012.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,,,,,NITRO PLUS,T
6034,PSP,2008.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
6035,PSP,2007.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,,,,,Key,CERO_C
6036,PS2,2010.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,,
